recipe_link,name,prep,cook,additional,total,servings,yield,ingredients,instructions,nutrition
https://www.allrecipes.com/recipe/15139/cherry-cobbler-ii/,Cherry Cobbler II Recipe,,,,,12,12 servings,"½ cup butter, 1 cup all-purpose flour, 1 cup white sugar, 1 teaspoon baking powder, 1 cup milk, 1 (21 ounce) can cherry pie filling","Preheat oven to 275 degrees F (135 degrees C). Place butter or margarine in a 9x13 inch baking dish and set on oven rack to melt. In a medium bowl, mix together flour, sugar, and baking powder. Stir in milk. Remove baking dish from oven as soon as butter or margarine is melted. Pour flour mixture into dish, but DO NOT STIR. Pour fruit evenly into pan, and DO NOT STIR. Raise oven temperature to 350 degrees F (175 degrees C). Bake cobbler for 50 to 60 minutes, until golden brown.",238 calories; protein 2g; carbohydrates 39.6g; fat 8.2g; cholesterol 22mg; sodium 112.6mg.
https://www.allrecipes.com/recipe/232799/chef-johns-lemon-bars/,Chef John's Lemon Bars,20 mins,50 mins,30 mins,1 hr 40 mins,16,1 8x8-inch pan,"1 cup all-purpose flour, ½ cup unsalted butter at room temperature, ¼ cup confectioners' sugar, ¼ teaspoon vanilla extract, ¼ teaspoon salt, 2 large eggs, 1 large egg yolk, 1 cup white sugar, 2 tablespoons all-purpose flour, ¼ cup freshly squeezed lemon juice, 1 tablespoon freshly grated lemon zest, 1 teaspoon confectioners' sugar, or to taste","Place an oven rack into middle position in oven and preheat oven to 350 degrees F (175 degrees C). Lightly oil an 8x8-inch baking dish. Place 1 cup flour and butter in a mixing bowl and mash with the back of a spatula or wooden spoon until thoroughly combined. Mix in 1/4 cup confectioners' sugar, vanilla extract, and salt; mash mixture together until mixture looks like a slightly crumbly cookie dough. Moisten your fingers with a little water and press dough into bottom of prepared baking dish. Use a fork to prick holes all over the crust. Bake crust on center rack in the preheated oven until crust edges are barely golden brown, 22 minutes. Beat eggs and egg yolks together in a bowl; whisk in white sugar and 2 tablespoons flour until smooth. Add lemon juice and lemon zest; whisk for 2 minutes. Pour lemon custard over crust. Bake on center rack until custard is set and top has a thin white sugary crust, 25 minutes. Let cool completely before cutting into bars. Dip knife into very hot water, run around the edge, and cut into 16 squares. Dust cookies with 1 teaspoon confectioners' sugar.",153 calories; protein 1.9g; carbohydrates 21.8g; fat 6.7g; cholesterol 51.3mg; sodium 46.6mg.
https://www.allrecipes.com/recipe/242366/easy-chewy-flourless-peanut-butter-cookies/,"Easy, Chewy Flourless Peanut Butter Cookies Recipe",10 mins,10 mins,,20 mins,12,12 to 16 cookies,"1 cup peanut butter, ½ cup white sugar, ⅓ cup packed brown sugar, 1 egg, 1 teaspoon vanilla extract, ½ teaspoon baking soda, ½ cup semisweet chocolate chips (Optional)","Preheat oven to 350 degrees F (175 degrees C). Beat peanut butter, white sugar, and brown sugar together in a large bowl with an electric mixer until smooth. Stir egg, vanilla extract, and baking soda into peanut butter mixture; stir in chocolate chips. Drop mixture by small rounded spoonfuls onto a baking sheet about 2 inches apart. Bake in the preheated oven until cookies are flattened and golden, about 8 minutes.",222 calories; protein 6.2g; carbohydrates 23g; fat 13.3g; cholesterol 15.5mg; sodium 159.5mg.
https://www.allrecipes.com/recipe/242074/royal-rhubarb-crisp/,Royal Rhubarb Crisp Recipe,20 mins,45 mins,30 mins,1 hr 35 mins,8,8 servings,"4 cups chopped rhubarb, ¾ cup white sugar, 2 tablespoons quick-cooking tapioca, ½ teaspoon salt, ½ (10 ounce) package frozen sliced strawberries, 1 cup rolled oats, ⅓ cup brown sugar, ¼ cup sifted all-purpose flour, ¼ cup butter, melted","Preheat oven to 350 degrees F (175 degrees C). Mix rhubarb, white sugar, tapioca, and salt in a large bowl and toss to coat; let rest, stirring occasionally, for 30 minutes. Stir strawberries into the rhubarb mixture; spread into a casserole dish. Stir oats, brown sugar, flour, and butter together in a separate bowl until crumbly; sprinkle over the fruit mixture in the casserole dish. Bake in preheated oven until set, about 45 minutes.",237 calories; protein 2.4g; carbohydrates 43.6g; fat 6.6g; cholesterol 15.3mg; sodium 192.3mg.
https://www.allrecipes.com/recipe/237023/coconut-coconut-milk-cake/,Coconut Coconut Milk Cake Recipe,15 mins,45 mins,,1 hr,24,24 servings,"2 cups white sugar, 1 cup butter, softened, 4 eggs, separated, 1 cup unsweetened shredded coconut, 2 cups all-purpose flour, 2 tablespoons baking powder, 1 teaspoon salt, 1 (14 ounce) can coconut milk","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch cake pan. Beat sugar, butter, and egg yolks together in a bowl using an electric mixer until smooth and creamy; add shredded coconut. Whisk flour, baking powder, and salt together in a bowl. Stir creamed butter mixture, alternating with coconut milk, into flour mixture until batter is just mixed. Beat egg whites in a glass or metal bowl until until soft peaks form. Lift your beater or whisk straight up: the egg whites will form soft mounds rather than a sharp peak. Fold egg whites into batter. Pour batter into the prepared cake pan. Bake in the preheated oven until a toothpick inserted in the center of the cake comes out clean, about 45 minutes.",241 calories; protein 2.8g; carbohydrates 26.4g; fat 14.6g; cholesterol 51.3mg; sodium 288.7mg.
https://www.allrecipes.com/recipe/233538/really-real-strawberry-cupcakes/,REALLY Real Strawberry Cupcakes Recipe,30 mins,17 mins,,47 mins,20,20 standard cupcakes,"1 ¼ ounces freeze-dried strawberries, ¾ cup all-purpose flour, ¾ cup cake flour, 1 ½ teaspoons baking powder, ¼ teaspoon baking soda, ½ teaspoon salt, ½ cup unsalted butter, room temperature, 1 ⅓ cups white sugar, 3 eggs, room temperature, 1 teaspoon vanilla extract, ⅔ cup whole milk, room temperature","Preheat oven to 350 degrees F (175 degrees C). Line muffin tins with 20 cupcake liners (for mini cupcakes, line 72 mini muffin tins). Grind strawberries into a fine powder using a coffee grinder or food processor. Whisk strawberry powder, all-purpose flour, cake flour, baking powder, baking soda, and salt together in a bowl. Beat butter and sugar in a bowl with an electric mixer until light and fluffy. Mixture should be noticeably lighter in color. Add room-temperature eggs one at a time, allowing each egg to blend into butter mixture before adding the next. Beat in vanilla extract. Stir flour mixture, alternately with the milk, into butter mixture until just incorporated. Fill lined tins with cupcake batter. Bake in preheated oven until cupcakes spring back when gently touched with a fingertip or a toothpick inserted in the center comes out clean, 16 to 18 minutes for regular cupcakes, 8 to 10 minutes for mini cupcakes.",145 calories; protein 2.2g; carbohydrates 21.6g; fat 5.7g; cholesterol 40.9mg; sodium 125mg.
https://www.allrecipes.com/recipe/22749/the-best-banana-pudding/,The Best Banana Pudding Recipe,25 mins,,,25 mins,20,20 servings,"1 (5 ounce) package instant vanilla pudding mix, 2 cups cold milk, 1 (14 ounce) can sweetened condensed milk, 1 tablespoon vanilla extract, 1 (12 ounce) container frozen whipped topping, thawed, 1 (16 ounce) package vanilla wafers, 14 bananas, sliced","In a large mixing bowl, beat pudding mix and milk 2 minutes. Blend in condensed milk until smooth. Stir in vanilla and fold in whipped topping. Layer wafers, bananas and pudding mixture in a glass serving bowl. Chill until serving.",329 calories; protein 4.2g; carbohydrates 56.9g; fat 9.6g; cholesterol 8.6mg; sodium 205.2mg.
https://www.allrecipes.com/recipe/10813/best-chocolate-chip-cookies/,Best Chocolate Chip Cookies Recipe,20 mins,10 mins,30 mins,1 hr,24,4 dozen,"1 cup butter, softened, 1 cup white sugar, 1 cup packed brown sugar, 2 eggs, 2 teaspoons vanilla extract, 1 teaspoon baking soda, 2 teaspoons hot water, ½ teaspoon salt, 3 cups all-purpose flour, 2 cups semisweet chocolate chips, 1 cup chopped walnuts","Preheat oven to 350 degrees F (175 degrees C). Cream together the butter, white sugar, and brown sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla. Dissolve baking soda in hot water. Add to batter along with salt. Stir in flour, chocolate chips, and nuts. Drop by large spoonfuls onto ungreased pans. Bake for about 10 minutes in the preheated oven, or until edges are nicely browned.",298 calories; protein 3.6g; carbohydrates 38.9g; fat 15.6g; cholesterol 35.8mg; sodium 165.8mg.
https://www.allrecipes.com/recipe/10549/best-brownies/,Best Brownies Recipe,15 mins,30 mins,,45 mins,16,16 brownies,"½ cup butter, 1 cup white sugar, 2 eggs, 1 teaspoon vanilla extract, ⅓ cup unsweetened cocoa powder, ½ cup all-purpose flour, ¼ teaspoon salt, ¼ teaspoon baking powder, 3 tablespoons butter, softened, 3 tablespoons unsweetened cocoa powder, 1 tablespoon honey, 1 teaspoon vanilla extract, 1 cup confectioners' sugar","Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8-inch square pan. In a large saucepan, melt 1/2 cup butter. Remove from heat, and stir in sugar, eggs, and 1 teaspoon vanilla. Beat in 1/3 cup cocoa, 1/2 cup flour, salt, and baking powder. Spread batter into prepared pan. Bake in preheated oven for 25 to 30 minutes. Do not overcook. Remove brownies from the oven, and make frosting. Combine 3 tablespoons softened butter, 3 tablespoons cocoa, honey, 1 teaspoon vanilla extract, and 1 cup confectioners' sugar. Stir until smooth. Frost brownies while they are still warm.",183 calories; protein 1.8g; carbohydrates 25.7g; fat 9g; cholesterol 44.2mg; sodium 109.7mg.
https://www.allrecipes.com/recipe/11352/three-ingredient-peanut-butter-cookies/,Three Ingredient Peanut Butter Cookies Recipe,,,,,6,1 dozen,"1 cup peanut butter, 1 cup white sugar, 1 egg","Preheat oven to 350 degrees F (175 degrees C). Line baking sheets with parchment paper. Combine the peanut butter, white sugar and egg. Mix until smooth. Drop spoonfuls of dough onto the prepared baking sheet. Bake at 350 degrees F (175 degrees C) for 6 to 8 minutes. Do not overbake! These cookies are best when they are still soft and just barely brown on the bottoms.",394 calories; protein 11.8g; carbohydrates 41.8g; fat 22.5g; cholesterol 31mg; sodium 209mg.
https://www.allrecipes.com/recipe/51535/fresh-southern-peach-cobbler/,Fresh Southern Peach Cobbler Recipe,20 mins,40 mins,,1 hr,4,1 peach cobbler,"8 fresh peaches - peeled, pitted and sliced into thin wedges, ¼ cup white sugar, ¼ cup brown sugar, ¼ teaspoon ground cinnamon, ⅛ teaspoon ground nutmeg, 1 teaspoon fresh lemon juice, 2 teaspoons cornstarch, 1 cup all-purpose flour, ¼ cup white sugar, ¼ cup brown sugar, 1 teaspoon baking powder, ½ teaspoon salt, 6 tablespoons unsalted butter, chilled and cut into small pieces, ¼ cup boiling water, 3 tablespoons white sugar, 1 teaspoon ground cinnamon","Preheat oven to 425 degrees F (220 degrees C). In a large bowl, combine peaches, 1/4 cup white sugar, 1/4 cup brown sugar, 1/4 teaspoon cinnamon, nutmeg, lemon juice, and cornstarch. Toss to coat evenly, and pour into a 2 quart baking dish. Bake in preheated oven for 10 minutes. Meanwhile, in a large bowl, combine flour, 1/4 cup white sugar, 1/4 cup brown sugar, baking powder, and salt. Blend in butter with your fingertips, or a pastry blender, until mixture resembles coarse meal. Stir in water until just combined. Remove peaches from oven, and drop spoonfuls of topping over them. Sprinkle entire cobbler with the sugar and cinnamon mixture. Bake until topping is golden, about 30 minutes.",562 calories; protein 3.5g; carbohydrates 99.4g; fat 17.6g; cholesterol 45.8mg; sodium 399.7mg.
https://www.allrecipes.com/recipe/10294/the-best-lemon-bars/,The Best Lemon Bars Recipe,15 mins,40 mins,,55 mins,36,1 - 9x13 inch pan,"1 cup butter, softened, ½ cup white sugar, 2 cups all-purpose flour, 4 eggs, 1 ½ cups white sugar, ¼ cup all-purpose flour, 2 lemons, juiced","Preheat oven to 350 degrees F (175 degrees C). In a medium bowl, blend together softened butter, 2 cups flour and 1/2 cup sugar. Press into the bottom of an ungreased 9x13 inch pan. Bake for 15 to 20 minutes in the preheated oven, or until firm and golden. In another bowl, whisk together the remaining 1 1/2 cups sugar and 1/4 cup flour. Whisk in the eggs and lemon juice. Pour over the baked crust. Bake for an additional 20 minutes in the preheated oven. The bars will firm up as they cool. For a festive tray, make another pan using limes instead of lemons and adding a drop of green food coloring to give a very pale green. After both pans have cooled, cut into uniform 2 inch squares and arrange in a checker board fashion.",126 calories; protein 1.6g; carbohydrates 17.8g; fat 5.8g; cholesterol 34.2mg; sodium 44.4mg.
https://www.allrecipes.com/recipe/12316/fresh-rhubarb-pie/,Fresh Rhubarb Pie Recipe,30 mins,1 hr,,1 hr 30 mins,8,1 9-inch pie,"1 ⅓ cups white sugar, 6 tablespoons all-purpose flour, 1 (14.1 ounce) package pastry for a double-crust 9-inch pie, 4 cups chopped rhubarb, 1 tablespoon butter","Preheat the oven to 450 degrees F (230 degrees C). Place an oven rack in the lowest position. Combine sugar and flour in a bowl. Sprinkle 1/4 of it over bottom crust in a pie dish. Heap rhubarb on top and sprinkle with remaining sugar mixture. Dot with butter and cover with top crust. Bake pie in the preheated oven for 15 minutes. Reduce temperature to 350 degrees F (175 degrees C) and continue baking until filling is bubbly and crust is golden brown, 40 to 45 minutes. Serve warm or cold.",290 calories; protein 2.6g; carbohydrates 50.8g; fat 9.1g; cholesterol 3.8mg; sodium 129.7mg.
https://www.allrecipes.com/recipe/15093/grandmas-lemon-meringue-pie/,Grandma's Lemon Meringue Pie Recipe,30 mins,10 mins,,40 mins,8,1 - 9 inch pie,"1 cup white sugar, 2 tablespoons all-purpose flour, 3 tablespoons cornstarch, ¼ teaspoon salt, 1 ½ cups water, 2 lemons, juiced and zested, 2 tablespoons butter, 4 egg yolks, beaten, 1 (9 inch) pie crust, baked, 4 egg whites, 6 tablespoons white sugar","Preheat oven to 350 degrees F (175 degrees C). To Make Lemon Filling: In a medium saucepan, whisk together 1 cup sugar, flour, cornstarch, and salt. Stir in water, lemon juice and lemon zest. Cook over medium-high heat, stirring frequently, until mixture comes to a boil. Stir in butter. Place egg yolks in a small bowl and gradually whisk in 1/2 cup of hot sugar mixture. Whisk egg yolk mixture back into remaining sugar mixture. Bring to a boil and continue to cook while stirring constantly until thick. Remove from heat. Pour filling into baked pastry shell. To Make Meringue: In a large glass or metal bowl, whip egg whites until foamy. Add sugar gradually, and continue to whip until stiff peaks form. Spread meringue over pie, sealing the edges at the crust. Bake in preheated oven for 10 minutes, or until meringue is golden brown.",298 calories; protein 4.4g; carbohydrates 49.7g; fat 10.3g; cholesterol 110.1mg; sodium 229.2mg.
https://www.allrecipes.com/recipe/7399/tres-leches-milk-cake/,Tres Leches (Milk Cake) Recipe,15 mins,30 mins,,45 mins,24,1 9x13-inch cake,"1 ½ cups all-purpose flour, 1 teaspoon baking powder, ½ cup unsalted butter, 1 cup white sugar, 5 eggs, ½ teaspoon vanilla extract, 2 cups whole milk, 1 (14 ounce) can sweetened condensed milk, 1 (12 fluid ounce) can evaporated milk, 1 ½ cups heavy whipping cream, 1 cup white sugar, 1 teaspoon vanilla extract","Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x13-inch baking pan. Sift flour and baking powder together and set aside. Cream butter or margarine and the 1 cup sugar together until fluffy. Add eggs and the 1/2 teaspoon vanilla extract; beat well. Add the flour mixture to the butter mixture 2 tablespoons at a time; mix until well blended. Pour batter into prepared pan. Bake at 350 degrees F (175 degrees C) for 30 minutes. Pierce cake several times with a fork. Combine the whole milk, condensed milk, and evaporated milk together. Pour over the top of the cooled cake. Whip whipping cream, the remaining 1 cup of the sugar, and the remaining 1 teaspoon vanilla together until thick. Spread over the top of cake. Be sure and keep cake refrigerated, enjoy!",280 calories; protein 5.5g; carbohydrates 34.6g; fat 13.7g; cholesterol 81.5mg; sodium 86.8mg.
https://www.allrecipes.com/recipe/161436/omas-rhubarb-cake/,Oma's Rhubarb Cake Recipe,30 mins,45 mins,,1 hr 15 mins,12,1 9x13-inch cake,"2 cups all-purpose flour, 1 ¼ cups white sugar, 1 teaspoon baking soda, ½ teaspoon salt, 2 eggs, beaten, 1 cup sour cream, 3 cups diced rhubarb, 1 cup white sugar, ¼ cup butter, softened, ¼ cup all-purpose flour, ¼ teaspoon ground cinnamon, or to taste","Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch baking dish. Make cake: Stir together flour, sugar, baking soda, and salt in a large bowl. Stir in eggs and sour cream until smooth, then fold in rhubarb. Pour into the prepared dish and spread evenly. Make streusel: Stir together sugar and butter in a medium bowl until smooth. Stir in flour until mixture is crumbly. Sprinkle mixture on top of cake, then dust lightly with cinnamon. Bake in the preheated oven until a toothpick inserted in the center comes out clean, about 45 minutes.",324 calories; protein 4.4g; carbohydrates 57.7g; fat 9g; cholesterol 49.6mg; sodium 252.5mg.
https://www.allrecipes.com/recipe/17481/simple-white-cake/,Simple White Cake Recipe,10 mins,30 mins,,40 mins,12,12 9-inch square cake,"1 cup white sugar, ½ cup unsalted butter, 2 large eggs, 2 teaspoons vanilla extract, 1 ½ cups all-purpose flour, 1 ¾ teaspoons baking powder, ½ cup milk","Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9-inch square cake pan. Cream sugar and butter together in a mixing bowl. Add eggs, one at a time, beating briefly after each addition. Stir in vanilla. Combine flour and baking powder in a separate bowl. Add to the wet ingredients and mix well. Add milk and stir until smooth. Pour batter into the prepared cake pan. Bake in the preheated oven until the top springs back when lightly touched, 30 to 40 minutes.",209 calories; protein 3.1g; carbohydrates 29.4g; fat 8.9g; cholesterol 52.1mg; sodium 141.8mg.
https://www.allrecipes.com/recipe/9599/quick-and-easy-brownies/,Quick and Easy Brownies Recipe,15 mins,20 mins,,35 mins,20,20 bars,"1 cup butter, melted, 2 cups white sugar, ½ cup cocoa powder, 1 teaspoon vanilla extract, 4 eggs, 1 ½ cups all-purpose flour, ½ teaspoon baking powder, ½ teaspoon salt, ½ cup walnut halves","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch pan. Combine the melted butter, sugar, cocoa powder, vanilla, eggs, flour, baking powder, and salt. Spread the batter into the prepared pan. Decorate with walnut halves, if desired. Bake in preheated oven for 20 to 30 minutes or until a toothpick inserted in the center comes out with crumbs, not wet. Cool on wire rack.",229 calories; protein 3.1g; carbohydrates 28.8g; fat 12.2g; cholesterol 61.6mg; sodium 150.4mg.
https://www.allrecipes.com/recipe/17981/one-bowl-chocolate-cake-iii/,One Bowl Chocolate Cake Recipe,20 mins,30 mins,10 mins,1 hr,24,2 - 9 inch round cake layers,"2 cups white sugar, 1 ¾ cups all-purpose flour, ¾ cup unsweetened cocoa powder, 1 ½ teaspoons baking powder, 1 ½ teaspoons baking soda, 1 teaspoon salt, 2 eggs, 1 cup milk, ½ cup vegetable oil, 2 teaspoons vanilla extract, 1 cup boiling water","Preheat oven to 350 degrees F (175 degrees C). Grease and flour two nine inch round pans. In a large bowl, stir together the sugar, flour, cocoa, baking powder, baking soda and salt. Add the eggs, milk, oil and vanilla, mix for 2 minutes on medium speed of mixer. Stir in the boiling water last. Batter will be thin. Pour evenly into the prepared pans. Bake 30 to 35 minutes in the preheated oven, until the cake tests done with a toothpick. Cool in the pans for 10 minutes, then remove to a wire rack to cool completely.",157 calories; protein 2.3g; carbohydrates 25.7g; fat 5.7g; cholesterol 16.3mg; sodium 217.1mg.
https://www.allrecipes.com/recipe/233928/how-to-make-vanilla-ice-cream/,How to Make Vanilla Ice Cream Recipe,30 mins,5 mins,2 hrs,2 hrs 35 mins,4,4 servings,"¾ cup white sugar, 1 cup heavy whipping cream, 2 ¼ cups milk, 2 teaspoons vanilla extract","Stir sugar, cream, and milk into a saucepan over low heat until sugar has dissolved. Heat just until mix is hot and a small ring of foam appears around the edge. Transfer cream mixture to a pourable container such as a large measuring cup. Stir in vanilla extract and chill mix thoroughly, at least 2 hours. (Overnight is best.) Pour cold ice cream mix into an ice cream maker, turn on the machine, and churn according to manufacturer's directions, 20 to 25 minutes. When ice cream is softly frozen, serve immediately or place a piece of plastic wrap directly on the ice cream and place in freezer to ripen, 2 to 3 hours.",425 calories; protein 5.8g; carbohydrates 45.8g; fat 24.7g; cholesterol 92.5mg; sodium 79.1mg.
https://www.allrecipes.com/recipe/18352/whipped-cream/,Whipped Cream Recipe,5 mins,,,5 mins,16,16 servings,"1 cup heavy cream, 1 teaspoon vanilla extract, 1 tablespoon confectioners' sugar","In a large bowl, whip cream until stiff peaks are just about to form. Beat in vanilla and sugar until peaks form. Make sure not to over-beat, cream will then become lumpy and butter-like.",54 calories; protein 0.3g; carbohydrates 0.9g; fat 5.5g; cholesterol 20.4mg; sodium 5.7mg.
https://www.allrecipes.com/recipe/8379/basic-cream-cheese-frosting/,Basic Cream Cheese Frosting Recipe,,,,,12,2 cups,"½ cup butter, softened, 8 ounces cream cheese, 4 cups confectioners' sugar, 2 teaspoons vanilla extract",Beat softened butter and cream cheese until well blended. Add powdered sugar and vanilla. Beat until creamy.,292 calories; protein 1.5g; carbohydrates 40.4g; fat 14.3g; cholesterol 41.1mg; sodium 110.9mg.
https://www.allrecipes.com/recipe/12612/rhubarb-and-strawberry-pie/,Rhubarb and Strawberry Pie Recipe,20 mins,35 mins,30 mins,1 hr 25 mins,8,1 9-inch pie,"1 cup white sugar, ½ cup all-purpose flour, 1 pound rhubarb, cut into 1/4 inch slices, 2 pints strawberries, hulled and quartered, 1 recipe pastry for a 9 inch double crust pie, 2 tablespoons butter, 1 large egg yolk, 2 tablespoons white sugar","Preheat oven to 400 degrees F (200 degrees C). In a large bowl, mix flour and sugar. Add strawberries and chopped rhubarb. Toss with sugar and flour and let stand for 30 minutes. Pour filling into prepared pie crust. Dot top with butter, and cover with top crust. Seal edges of top and bottom crust with water. Apply yolk to top of pie, using a pastry brush. Sprinkle with sugar. Cut small holes in top to let steam escape. Bake at 400 degrees F (200 degrees C), for 35 to 40 minutes, or until bubbly and brown. Cool on rack.",437 calories; protein 5g; carbohydrates 64.1g; fat 18.8g; cholesterol 33.2mg; sodium 258.5mg.
https://www.allrecipes.com/recipe/20979/spanish-flan/,Spanish Flan Recipe,20 mins,1 hr,,1 hr 20 mins,8,1 - 9 inch round,"1 cup white sugar, 3 eggs, 1 (14 ounce) can sweetened condensed milk, 1 (12 fluid ounce) can evaporated milk, 1 tablespoon vanilla extract","Preheat oven to 350 degrees F (175 degrees C). In a medium saucepan over medium-low heat, melt sugar until liquefied and golden in color. Carefully pour hot syrup into a 9 inch round glass baking dish, turning the dish to evenly coat the bottom and sides. Set aside. In a large bowl, beat eggs. Beat in condensed milk, evaporated milk and vanilla until smooth. Pour egg mixture into baking dish. Cover with aluminum foil. Bake in preheated oven 60 minutes. Let cool completely. To serve, carefully invert on serving plate with edges when completely cool.",349 calories; protein 9.5g; carbohydrates 56.7g; fat 9.7g; cholesterol 100.1mg; sodium 138.7mg.
https://www.allrecipes.com/recipe/12682/apple-pie-by-grandma-ople/,Apple Pie by Grandma Ople Recipe,30 mins,1 hr,,1 hr 30 mins,8,1 - 9 inch pie,"1 recipe pastry for a 9 inch double crust pie, ½ cup unsalted butter, 3 tablespoons all-purpose flour, ¼ cup water, ½ cup white sugar, ½ cup packed brown sugar, 8 Granny Smith apples - peeled, cored and sliced","Preheat oven to 425 degrees F (220 degrees C). Melt the butter in a saucepan. Stir in flour to form a paste. Add water, white sugar and brown sugar, and bring to a boil. Reduce temperature and let simmer. Place the bottom crust in your pan. Fill with apples, mounded slightly. Cover with a lattice work crust. Gently pour the sugar and butter liquid over the crust. Pour slowly so that it does not run off. Bake 15 minutes in the preheated oven. Reduce the temperature to 350 degrees F (175 degrees C). Continue baking for 35 to 45 minutes, until apples are soft.",512 calories; protein 3.6g; carbohydrates 67.8g; fat 26.7g; cholesterol 30.5mg; sodium 240.8mg.
https://www.allrecipes.com/recipe/15880/key-lime-pie-vii/,Key Lime Pie Recipe,15 mins,5 mins,1 hr,1 hr 20 mins,8,1 9-inch pie,"3 cups sweetened condensed milk, ¾ cup key lime juice, ½ cup sour cream, 1 tablespoon grated lime zest, 1 (9 inch) prepared graham cracker crust","Preheat the oven to 350 degrees F (175 degrees C). Combine condensed milk, key lime juice, sour cream, and lime zest in a bowl; mix well. Pour into graham cracker crust. Bake in the preheated oven for 5 to 8 minutes, until tiny pinhole bubbles burst on the surface of the pie. The filling will be wobbly but not browned. Thoroughly chill pie in the refrigerator before serving, about 1 hour. Garnish with lime slices and whipped cream, if desired.",553 calories; protein 10.9g; carbohydrates 84.7g; fat 20.5g; cholesterol 45.3mg; sodium 324.5mg.
https://www.allrecipes.com/recipe/24059/creamy-rice-pudding/,Creamy Rice Pudding Recipe,25 mins,20 mins,,45 mins,4,4 servings,"¾ cup uncooked white rice, 2 cups milk, divided, ⅓ cup white sugar, ¼ teaspoon salt, 1 egg, beaten, ⅔ cup golden raisins, 1 tablespoon butter, ½ teaspoon vanilla extract","Bring 1 1/2 cups water to a boil in a saucepan; stir rice into boiling water. Reduce heat to low, cover, and simmer for 20 minutes. In a clean saucepan, combine 1 1/2 cups cooked rice, 1 1/2 cups milk, sugar and salt. Cook over medium heat until thick and creamy, 15 to 20 minutes. Stir in remaining 1/2 cup milk, beaten egg, and raisins; cook 2 minutes more, stirring constantly. Remove from heat and stir in butter and vanilla.",366 calories; protein 8.8g; carbohydrates 67.6g; fat 6.9g; cholesterol 63.9mg; sodium 236.6mg.
https://www.allrecipes.com/recipe/15836/strawberry-pie-ii/,Strawberry Pie Recipe,15 mins,15 mins,3 hrs,3 hrs 30 mins,8,1 9-inch pie,"1 quart fresh strawberries, hulled, 1 (9 inch) pie crust, baked, 1 cup white sugar, 3 tablespoons cornstarch, ¾ cup water, ½ cup heavy whipping cream","Arrange 1/2 of strawberries in baked pastry shell. Place remaining strawberries in a medium saucepan. Add sugar to the strawberries in the saucepan; place over medium heat and bring to a boil, stirring frequently. Whisk cornstarch and water together in a small bowl. Gradually stir cornstarch mixture into boiling strawberry mixture. Reduce heat and simmer mixture until thickened, about 10 minutes, stirring constantly. Pour cooked strawberry mixture over berries in pastry shell. Refrigerate until chilled and set, at least 3 hours. Before serving, whip cream in a medium bowl until soft peaks form. Serve each slice of pie with a dollop of whipped cream.",265 calories; protein 1.5g; carbohydrates 41.9g; fat 10.9g; cholesterol 20.4mg; sodium 109.3mg.
https://www.allrecipes.com/recipe/9832/no-bake-cookies-i/,No Bake Cookies I Recipe,10 mins,,35 mins,45 mins,36,3 dozen,"1 ¾ cups white sugar, ½ cup milk, ½ cup butter, 4 tablespoons unsweetened cocoa powder, ½ cup crunchy peanut butter, 3 cups quick-cooking oats, 1 teaspoon vanilla extract","In a medium saucepan, combine sugar, milk, butter, and cocoa. Bring to a boil, and cook for 1 1/2 minutes. Remove from heat, and stir in peanut butter, oats, and vanilla. Drop by teaspoonfuls onto wax paper. Let cool until hardened.",110 calories; protein 2g; carbohydrates 15.6g; fat 4.9g; cholesterol 7mg; sodium 37.5mg.
https://www.allrecipes.com/recipe/20487/old-fashioned-lemonade/,Old-Fashioned Lemonade Recipe,10 mins,,,10 mins,6,,"6 lemons, 1 cup white sugar, 6 cups water, or more as needed","Juice lemons; you should have 1 cup juice. Combine juice, sugar, and water in a 1/2-gallon pitcher. Stir until sugar dissolves. Taste and add more water if desired. Chill and serve over ice.",151 calories; protein 1.3g; carbohydrates 44.9g; fat 0.3g; sodium 3.2mg.
https://www.allrecipes.com/recipe/275178/sparkling-hibiscus-cooler/,Sparkling Hibiscus Cooler Recipe,5 mins,1 hr 35 mins,1 hr,2 hrs 40 mins,10,10 drinks,"10 cups water, 1 cup dried hibiscus petals, 1 cinnamon stick, 1 whole clove, 1 whole allspice berry, ⅛ teaspoon freshly grated nutmeg, 1 ½ cups raw sugar, ice cubes, 2 ½ (32 ounce) bottles sparkling water, 2 limes, cut into wedges","Combine water, hibiscus petals, cinnamon, clove, allspice, and nutmeg in a medium pot. Bring to a boil over high heat. Reduce heat and simmer for 1 1/2 hours. Remove from heat and stir in sugar until dissolved, about 1 minute. Cool syrup to room temperature, about 1 hour. Refrigerate until ready to use. Make hibiscus coolers by filling 10 glasses with ice. Pour 3 fluid ounces hibiscus syrup into each glass; top with 8 fluid ounces sparkling water. Squeeze 1 lime wedge into each glass.",117 calories; protein 0.1g; carbohydrates 30.5g; fat 0.1g; sodium 28.7mg.
